city,category,hotel_1,value_1,name_1,hotel_2,value_2,name_2,hotel_3,value_3,name_3,hotel_4,value_4,name_4
San Francisco,location,1973577,5.0,Paramount Rental Apartment,571427,5.0,Synergy Avalon Mission Bay,654032,5.0,Essex Hotel,563989,4.7,Park Hotel
San Francisco,sleep_quality,81126,4.8,Mandarin Oriental - San Francisco,112325,4.3,Hotel Cartwright Union Square,80864,4.2,The Carriage Inn,1973577,4.0,Paramount Rental Apartment
San Francisco,rooms,571427,5.0,Synergy Avalon Mission Bay,1175274,4.9,Fairmont Heritage Place - Ghirardelli Square,80983,4.7,Hotel Drisco,224948,4.6,Omni San Francisco Hotel
Indianapolis,service,120796,5.0,InTown Suites Indianapolis Northwest,1008647,4.9,Comfort Suites Indianapolis,224814,4.9,Motel 6 Pyramid's Indianapolis,1239568,4.9,Candlewood Suites Indianapolis Northwest
Indianapolis,cleanliness,120796,5.0,InTown Suites Indianapolis Northwest,1008647,4.9,Comfort Suites Indianapolis,1236866,4.9,Hampton Inn Indianapolis Northwest - Park 100,1201174,4.9,Hampton Inn & Suites Indianapolis-Airport
Indianapolis,overall,120796,5.0,InTown Suites Indianapolis Northwest,1206274,4.7,Drury Inn & Suites Indianapolis Northeast,1008647,4.7,Comfort Suites Indianapolis,1239568,4.7,Candlewood Suites Indianapolis Northwest
Indianapolis,value,120796,5.0,InTown Suites Indianapolis Northwest,1206274,4.8,Drury Inn & Suites Indianapolis Northeast,1008647,4.8,Comfort Suites Indianapolis,91502,4.7,Jameson Inn Indianapolis-Carmel
Indianapolis,location,120796,5.0,InTown Suites Indianapolis Northwest,576787,4.9,Conrad Indianapolis,1479845,4.8,SpringHill Suites Indianapolis Downtown,114631,4.8,Canterbury Hotel
Indianapolis,sleep_quality,1762915,4.6,JW Marriott Indianapolis,1592809,4.6,Courtyard Indianapolis Downtown,1479845,4.4,SpringHill Suites Indianapolis Downtown,1456709,4.4,Hilton Garden Inn Indianapolis South/Greenwood
Indianapolis,rooms,120796,5.0,InTown Suites Indianapolis Northwest,1008647,4.8,Comfort Suites Indianapolis,582252,4.8,Homewood Suites by Hilton Indianapolis-Downtown,634658,4.8,Homewood Suites by Hilton Indianapolis Northwest
Charlotte,service,100556,5.0,Extended Stay America - Charlotte - University Place - E. McCullough Dr.,94100,4.9,Continental Inn,1409115,4.8,Drury Inn & Suites Charlotte Northlake,1510383,4.7,The Ritz-Carlton - Charlotte
Charlotte,cleanliness,1510383,4.9,The Ritz-Carlton - Charlotte,223214,4.8,Residence Inn Charlotte Uptown,1409115,4.8,Drury Inn & Suites Charlotte Northlake,1382115,4.8,SpringHill Suites Charlotte Ballantyne
Charlotte,overall,1225443,5.0,Adams Mark Hotel,223373,4.8,Staybridge Suites Charlotte Ballantyne,1409115,4.8,Drury Inn & Suites Charlotte Northlake,1855057,4.7,Fairfield Inn & Suites Charlotte Matthews
Charlotte,value,1409115,4.8,Drury Inn & Suites Charlotte Northlake,2723843,4.8,Home2 Suites by Hilton Charlotte I-77 South,99984,4.8,Extended Stay America - Charlotte - Pineville - Park Rd.,1863291,4.5,HYATT house Charlotte Center City
Charlotte,location,100556,5.0,Extended Stay America - Charlotte - University Place - E. McCullough Dr.,1409115,4.8,Drury Inn & Suites Charlotte Northlake,1863291,4.6,HYATT house Charlotte Center City,1236686,4.6,Hampton Inn and Suites Charlotte Airport
Charlotte,sleep_quality,100559,5.0,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park,2723843,4.8,Home2 Suites by Hilton Charlotte I-77 South,1863291,4.6,HYATT house Charlotte Center City,1987298,4.5,Homewood Suites Charlotte/Ayrsley
Charlotte,rooms,1409115,4.8,Drury Inn & Suites Charlotte Northlake,1510383,4.8,The Ritz-Carlton - Charlotte,2723843,4.8,Home2 Suites by Hilton Charlotte I-77 South,223214,4.7,Residence Inn Charlotte Uptown
Detroit,service,95302,4.5,Doubletree by Hilton Hotel Detroit-Dearborn,674735,4.3,MGM Grand Detroit,674740,4.2,MotorCity Casino Hotel,242702,4.1,Inn on Ferry Street
Detroit,cleanliness,674735,4.7,MGM Grand Detroit,782678,4.5,The Westin Book Cadillac Detroit,95302,4.5,Doubletree by Hilton Hotel Detroit-Dearborn,1236680,4.5,Greektown Casino Hotel
Detroit,overall,242702,4.6,Inn on Ferry Street,95302,4.3,Doubletree by Hilton Hotel Detroit-Dearborn,90003,4.3,The Westin Detroit Metropolitan Airport,782678,4.2,The Westin Book Cadillac Detroit
Detroit,value,95302,4.2,Doubletree by Hilton Hotel Detroit-Dearborn,1236680,4.1,Greektown Casino Hotel,1230421,4.1,Doubletree by Hilton Detroit Downtown - Fort Shelby,242702,4.0,Inn on Ferry Street
Detroit,location,1236680,4.6,Greektown Casino Hotel,782678,4.2,The Westin Book Cadillac Detroit,1230421,4.0,Doubletree by Hilton Detroit Downtown - Fort Shelby,674735,3.9,MGM Grand Detroit
Detroit,sleep_quality,2156247,3.8,Roberts Riverwalk Hotel & Residence Detroit,1236680,3.3,Greektown Casino Hotel,1230421,3.2,Doubletree by Hilton Detroit Downtown - Fort Shelby,95300,3.1,Hawthorn Suites By Wyndham Dearborn
Detroit,rooms,674735,4.7,MGM Grand Detroit,782678,4.5,The Westin Book Cadillac Detroit,1230421,4.5,Doubletree by Hilton Detroit Downtown - Fort Shelby,674740,4.5,MotorCity Casino Hotel
Columbus,service,1643250,5.0,Value Place Northland,1628583,5.0,Sawmill Extended Stay,878115,4.7,Hampton Inn & Suites Columbus Polaris,1415082,4.7,Embassy Suites Columbus - Airport
Columbus,cleanliness,1588429,5.0,Comfort Suites East Broad at 270,1643250,5.0,Value Place Northland,1628583,5.0,Sawmill Extended Stay,2151296,4.9,Holiday Inn Express & Suites Columbus-Polaris Parkway
Columbus,overall,1643250,5.0,Value Place Northland,1628583,5.0,Sawmill Extended Stay,1804801,4.7,Hyatt Place Columbus/OSU,878115,4.7,Hampton Inn & Suites Columbus Polaris
Columbus,value,1628583,5.0,Sawmill Extended Stay,1804801,4.7,Hyatt Place Columbus/OSU,878115,4.6,Hampton Inn & Suites Columbus Polaris,1415082,4.6,Embassy Suites Columbus - Airport
Columbus,location,1643250,5.0,Value Place Northland,1628583,5.0,Sawmill Extended Stay,2151296,4.8,Holiday Inn Express & Suites Columbus-Polaris Parkway,3400639,4.8,Hilton Columbus Downtown
Columbus,sleep_quality,1628583,5.0,Sawmill Extended Stay,1804801,4.7,Hyatt Place Columbus/OSU,1588429,4.6,Comfort Suites East Broad at 270,2151296,4.5,Holiday Inn Express & Suites Columbus-Polaris Parkway
Columbus,rooms,1643250,5.0,Value Place Northland,1628583,5.0,Sawmill Extended Stay,1588429,4.8,Comfort Suites East Broad at 270,1415082,4.8,Embassy Suites Columbus - Airport
Fort Worth,service,1465151,4.9,Staybridge Suites West Fort Worth,2533205,4.8,Hilton Garden Inn Fort Worth Medical Center,1846740,4.8,TownePlace Suites Fort Worth Downtown,1852898,4.6,Comfort Inn
Fort Worth,cleanliness,2533205,5.0,Hilton Garden Inn Fort Worth Medical Center,1382903,5.0,Courtyard Fort Worth West at Cityview,1465151,4.9,Staybridge Suites West Fort Worth,1027025,4.9,Holiday Inn Dallas DFW Airport - South
Fort Worth,overall,1465151,4.9,Staybridge Suites West Fort Worth,1027025,4.8,Holiday Inn Dallas DFW Airport - South,2533205,4.7,Hilton Garden Inn Fort Worth Medical Center,1852898,4.6,Comfort Inn
Fort Worth,value,1222239,5.0,La Quinta Fort Worth West Hotel,1465151,4.8,Staybridge Suites West Fort Worth,1382903,4.7,Courtyard Fort Worth West at Cityview,2533205,4.6,Hilton Garden Inn Fort Worth Medical Center
Fort Worth,location,574782,4.9,Hyatt Place Ft. Worth Historic Stockyards,647565,4.8,Embassy Suites Fort Worth Downtown,225118,4.8,Fairfield Inn & Suites Fort Worth I-30 West Near NAS JRB,1465151,4.7,Staybridge Suites West Fort Worth
Fort Worth,sleep_quality,1222239,5.0,La Quinta Fort Worth West Hotel,1382903,4.8,Courtyard Fort Worth West at Cityview,2306647,4.8,Hilton Garden Inn Fort Worth Alliance Airport,2533205,4.7,Hilton Garden Inn Fort Worth Medical Center
Fort Worth,rooms,1465151,4.9,Staybridge Suites West Fort Worth,2533205,4.8,Hilton Garden Inn Fort Worth Medical Center,1027025,4.8,Holiday Inn Dallas DFW Airport - South,1382903,4.8,Courtyard Fort Worth West at Cityview
El Paso,service,1465226,4.8,Holiday Inn Express Hotel & Suites El Paso,1961981,4.8,Candlewood Suites El Paso North,2145772,4.8,Staybridge Suites El Paso Airport Area,1175958,4.6,Sleep Inn El Paso
El Paso,cleanliness,1961981,4.9,Candlewood Suites El Paso North,2351689,4.9,Comfort Inn & Suites I-10 Airport,1878688,4.8,Holiday Inn Express & Suites El Paso Airport Area,2145772,4.8,Staybridge Suites El Paso Airport Area
El Paso,overall,1961981,4.9,Candlewood Suites El Paso North,2145772,4.8,Staybridge Suites El Paso Airport Area,1878688,4.5,Holiday Inn Express & Suites El Paso Airport Area,1465226,4.5,Holiday Inn Express Hotel & Suites El Paso
El Paso,value,1961981,4.8,Candlewood Suites El Paso North,2145772,4.8,Staybridge Suites El Paso Airport Area,2351689,4.8,Comfort Inn & Suites I-10 Airport,1465226,4.7,Holiday Inn Express Hotel & Suites El Paso
El Paso,location,1961981,4.8,Candlewood Suites El Paso North,2145772,4.8,Staybridge Suites El Paso Airport Area,1878688,4.6,Holiday Inn Express & Suites El Paso Airport Area,225033,4.5,Microtel Inn & Suites by Wyndham El Paso Airport
El Paso,sleep_quality,1465226,4.7,Holiday Inn Express Hotel & Suites El Paso,1961981,4.7,Candlewood Suites El Paso North,2145772,4.7,Staybridge Suites El Paso Airport Area,1175958,4.7,Sleep Inn El Paso
El Paso,rooms,2145772,4.9,Staybridge Suites El Paso Airport Area,1961981,4.8,Candlewood Suites El Paso North,1878688,4.7,Holiday Inn Express & Suites El Paso Airport Area,1465226,4.7,Holiday Inn Express Hotel & Suites El Paso
Memphis,service,1474319,4.7,Holiday Inn Hotel & Suites Memphis-Wolfchase Galleria,1778319,4.7,La Quinta Inn & Suites Memphis Wolfchase,775880,4.7,River Inn of Harbor Town,1676324,4.3,Courtyard Marriott Downtown
Memphis,cleanliness,1778319,4.9,La Quinta Inn & Suites Memphis Wolfchase,1474319,4.7,Holiday Inn Hotel & Suites Memphis-Wolfchase Galleria,775880,4.7,River Inn of Harbor Town,1676324,4.6,Courtyard Marriott Downtown
Memphis,overall,1474319,4.7,Holiday Inn Hotel & Suites Memphis-Wolfchase Galleria,775880,4.7,River Inn of Harbor Town,105180,4.5,Hampton Inn & Suites Memphis-Shady Grove Road,223103,4.5,Hampton Inn & Suites Memphis - Beale Street
Memphis,value,1804272,5.0,Relax Inn Memphis,1147150,4.4,Rodeway Inn Memphis,1474319,4.4,Holiday Inn Hotel & Suites Memphis-Wolfchase Galleria,775880,4.4,River Inn of Harbor Town
Memphis,location,1474319,4.8,Holiday Inn Hotel & Suites Memphis-Wolfchase Galleria,1778319,4.8,La Quinta Inn & Suites Memphis Wolfchase,645386,4.7,The Westin Memphis Beale Street,775880,4.6,River Inn of Harbor Town
Memphis,sleep_quality,1676324,4.5,Courtyard Marriott Downtown,1778319,4.2,La Quinta Inn & Suites Memphis Wolfchase,105275,4.0,Four Points by Sheraton Memphis East,98070,3.9,Clarion Hotel Airport
Memphis,rooms,1474319,4.8,Holiday Inn Hotel & Suites Memphis-Wolfchase Galleria,775880,4.7,River Inn of Harbor Town,1676324,4.6,Courtyard Marriott Downtown,1778319,4.5,La Quinta Inn & Suites Memphis Wolfchase
Seattle,service,1199588,4.8,Cedarbrook Lodge,614244,4.7,Pan Pacific Seattle,1152288,4.7,Four Seasons Hotel Seattle,613399,4.7,Hotel 1000
Seattle,cleanliness,614244,4.9,Pan Pacific Seattle,1723585,4.9,The Maxwell Hotel Seattle,1152288,4.9,Four Seasons Hotel Seattle,1199588,4.9,Cedarbrook Lodge
Seattle,overall,1199588,4.9,Cedarbrook Lodge,100507,4.6,Inn at the Market,614244,4.6,Pan Pacific Seattle,1723585,4.6,The Maxwell Hotel Seattle
Seattle,value,1199588,4.7,Cedarbrook Lodge,123013,4.7,University Motel Suites,1723585,4.5,The Maxwell Hotel Seattle,252350,4.5,Watertown Hotel Seattle
Seattle,location,1152288,4.8,Four Seasons Hotel Seattle,613399,4.7,Hotel 1000,1199588,4.7,Cedarbrook Lodge,1200603,4.7,Hyatt At Olive 8
Seattle,sleep_quality,1723585,4.6,The Maxwell Hotel Seattle,1755673,4.4,Hyatt Place Seattle/Downtown,1724250,4.3,Courtyard Seattle Downtown/Pioneer Square,124264,4.2,Four Points by Sheraton Downtown Seattle Center
Seattle,rooms,613399,4.8,Hotel 1000,1199588,4.8,Cedarbrook Lodge,614244,4.7,Pan Pacific Seattle,1723585,4.7,The Maxwell Hotel Seattle
Boston,service,3225572,4.6,enVision Hotel Boston,1136705,4.6,Mandarin Oriental - Boston,1513541,4.6,Ames - A Morgans Original,111421,4.6,Copley Square Hotel
Boston,cleanliness,3225572,4.8,enVision Hotel Boston,1136705,4.8,Mandarin Oriental - Boston,1201116,4.8,Fairmont Battery Wharf,1513541,4.8,Ames - A Morgans Original
Boston,overall,258705,4.7,Hotel Commonwealth,1159285,4.6,The Inn At St Botolph,89575,4.5,Boston Harbor Hotel,3225572,4.5,enVision Hotel Boston
Boston,value,3225572,4.5,enVision Hotel Boston,1159285,4.4,The Inn At St Botolph,321151,4.2,The Back Bay Hotel,313573,4.2,Courtyard by Marriott Boston Copley Square
Boston,location,1159285,4.9,The Inn At St Botolph,234752,4.8,Nine Zero Hotel - a Kimpton Hotel,111421,4.8,Copley Square Hotel,1513541,4.7,Ames - A Morgans Original
Boston,sleep_quality,3225572,4.5,enVision Hotel Boston,89600,4.3,Revere Hotel Boston Common,1201116,3.4,Fairmont Battery Wharf,1513541,3.3,Ames - A Morgans Original
Boston,rooms,1159285,4.7,The Inn At St Botolph,3225572,4.6,enVision Hotel Boston,1136705,4.6,Mandarin Oriental - Boston,1201116,4.6,Fairmont Battery Wharf
Baltimore,service,1206970,5.0,The Richardson House,2322597,4.8,Four Seasons Baltimore,2196840,4.8,Inn at The Black Olive,1164933,4.7,Fairfield Inn & Suites Baltimore White Marsh
Baltimore,cleanliness,1206970,5.0,The Richardson House,2322597,4.9,Four Seasons Baltimore,2196840,4.9,Inn at The Black Olive,625154,4.8,Hampton Inn Baltimore-Downtown-Convention Center
Baltimore,overall,1206970,5.0,The Richardson House,2322597,4.9,Four Seasons Baltimore,2196840,4.8,Inn at The Black Olive,111408,4.8,Henderson's Wharf Inn
Baltimore,value,1206970,5.0,The Richardson House,2196840,4.6,Inn at The Black Olive,93892,4.5,Home2 Suites by Hilton Baltimore Downtown,1821731,4.5,Sleep Inn & Suites Downtown Inner Harbor
Baltimore,location,2322597,4.9,Four Seasons Baltimore,2196840,4.9,Inn at The Black Olive,674606,4.8,Homewood Suites by Hilton Baltimore,625154,4.7,Hampton Inn Baltimore-Downtown-Convention Center
Baltimore,sleep_quality,2322597,4.8,Four Seasons Baltimore,2196840,4.8,Inn at The Black Olive,93892,4.5,Home2 Suites by Hilton Baltimore Downtown,1751278,4.5,Hotel Brexton
Baltimore,rooms,1206970,5.0,The Richardson House,2322597,4.9,Four Seasons Baltimore,2196840,4.9,Inn at The Black Olive,1449313,4.7,Monaco Baltimore - a Kimpton Hotel
Denver,service,1859056,4.7,Embassy Suites Denver - Downtown / Convention Center,1149434,4.7,Homewood Suites Denver International Airport,878358,4.7,The Ritz-Carlton - Denver,578190,4.7,Residence Inn Denver City Center
Denver,cleanliness,1149434,4.9,Homewood Suites Denver International Airport,3369752,4.9,SpringHill Suites Denver Downtown,2085146,4.9,La Quinta Inn & Suites Denver Gateway Park,2309623,4.9,Hampton Inn & Suites Denver/Airport-Gateway Park
Denver,overall,1149434,4.8,Homewood Suites Denver International Airport,1859056,4.7,Embassy Suites Denver - Downtown / Convention Center,878358,4.7,The Ritz-Carlton - Denver,578190,4.7,Residence Inn Denver City Center
Denver,value,1149434,4.7,Homewood Suites Denver International Airport,578190,4.6,Residence Inn Denver City Center,2085146,4.6,La Quinta Inn & Suites Denver Gateway Park,1737951,4.6,HYATT house Denver Airport
Denver,location,1859056,4.9,Embassy Suites Denver - Downtown / Convention Center,578190,4.8,Residence Inn Denver City Center,1845691,4.7,Four Seasons Hotel Denver,1149434,4.7,Homewood Suites Denver International Airport
Denver,sleep_quality,2309623,4.9,Hampton Inn & Suites Denver/Airport-Gateway Park,2085146,4.8,La Quinta Inn & Suites Denver Gateway Park,1859056,4.7,Embassy Suites Denver - Downtown / Convention Center,1845691,4.7,Four Seasons Hotel Denver
Denver,rooms,2554988,5.0,TownePlace Suites Denver Airport at Gateway Park,1149434,4.9,Homewood Suites Denver International Airport,2309623,4.9,Hampton Inn & Suites Denver/Airport-Gateway Park,1859056,4.8,Embassy Suites Denver - Downtown / Convention Center
Washington DC,service,84118,4.7,The Jefferson - Washington DC,1515599,4.6,Executive Apartments,84093,4.5,Palomar Washington DC - a Kimpton Hotel,84122,4.5,The Madison
Washington DC,cleanliness,1218625,5.0,Wyndham,84118,4.9,The Jefferson - Washington DC,1515599,4.9,Executive Apartments,114575,4.7,The St. Regis Washington - D.C.
Washington DC,overall,1218625,5.0,Wyndham,1515599,4.9,Executive Apartments,84118,4.7,The Jefferson - Washington DC,84117,4.6,The Hay-Adams
Washington DC,value,1218625,5.0,Wyndham,1515599,4.6,Executive Apartments,2038749,4.4,Hilton Garden Inn Washington DC/US Capitol,84093,4.3,Palomar Washington DC - a Kimpton Hotel
Washington DC,location,84058,4.8,The Dupont Circle Hotel,114575,4.8,The St. Regis Washington - D.C.,1456261,4.8,W Washington DC,84118,4.7,The Jefferson - Washington DC
Washington DC,sleep_quality,1218625,5.0,Wyndham,1204691,4.5,Quality Inn & Suites Laurel,84122,4.4,The Madison,2038749,4.3,Hilton Garden Inn Washington DC/US Capitol
Washington DC,rooms,1218625,5.0,Wyndham,1515599,4.9,Executive Apartments,84118,4.8,The Jefferson - Washington DC,84093,4.6,Palomar Washington DC - a Kimpton Hotel
